year,age,sex,race,indicator,value,lower,upper,unit,source,category,subcategory,description
2015,Ages 65 years and older,Overall,White,All Heart Disease,1036.8,959.9,1113,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 35-64 years,Overall,Overall,Heart Failure,26.8,22.1,32.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,Ages 35-64 years,Overall,Hispanic,All Stroke,18.6,14.7,22.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 35-64 years,Overall,White,Cardiovascular Disease (cvd),151.3,132.5,168.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 65 years and older,Overall,Hispanic,Coronary Heart Disease (chd),461.8,386,534,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 65 years and older,Overall,White,Heart Failure,500.5,455.9,561.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,Ages 35-64 years,Overall,Black (Non-Hispanic),Heart Failure,59.8,44.3,78.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,Ages 65 years and older,Overall,Hispanic,Cardiovascular Disease (cvd),1104.5,915.1,1273.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 35-64 years,Overall,Overall,Cardiovascular Disease (cvd),163.1,148.2,178.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 35-64 years,Overall,Overall,All Stroke,22.5,19.6,26.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 65 years and older,Overall,White,Cardiovascular Disease (cvd),1444,1341.6,1544.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 35-64 years,Overall,Overall,All Heart Disease,128.9,117,143.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 65 years and older,Men,Overall,All Heart Disease,1311.6,1213,1432.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 35-64 years,Men,Overall,Heart Failure,35.1,29.5,42,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,Ages 65 years and older,Men,Overall,All Stroke,326.7,287.8,377.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2015,Ages 35-64 years,Overall,Hispanic,Heart Failure,16.2,11.3,21.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,Ages 65 years and older,Women,Overall,Heart Failure,434.5,386,486,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,Ages 35-64 years,Overall,Asian/Pacific Islander,All Heart Disease,41.8,34.2,49.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Overall,Heart Failure,27.5,22.8,32.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Hispanic,Heart Failure,15.9,11.3,21.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Asian/Pacific Islander,All Stroke,11.4,8.3,17.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Hispanic,Cardiovascular Disease (cvd),95.7,80.6,115.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Hispanic,All Stroke,18.7,15,23.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Black (Non-Hispanic),Cardiovascular Disease (cvd),1802.1,1640.7,1975.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Women,Overall,All Stroke,19.4,16,23.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,White,All Stroke,19.8,16.1,24,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Black (Non-Hispanic),All Stroke,41,30.8,52.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Black (Non-Hispanic),Coronary Heart Disease (chd),753,649.1,865.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Black (Non-Hispanic),All Stroke,368.2,312.9,436.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,White,Heart Failure,532.8,481.8,589,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 65 years and older,Women,Overall,All Stroke,333.2,290.2,373.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Black (Non-Hispanic),All Heart Disease,227.2,197.1,262.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Women,Overall,Coronary Heart Disease (chd),57.7,48.4,68.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,White,Cardiovascular Disease (cvd),1450.3,1359.5,1549.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Women,Overall,Cardiovascular Disease (cvd),109.8,97.6,124.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,White,All Heart Disease,129.2,115.7,147.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Hispanic,Cardiovascular Disease (cvd),1066.9,899.6,1243.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Hispanic,All Heart Disease,66.3,55,81.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Overall,All Stroke,322.5,290.8,359.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Hispanic,Coronary Heart Disease (chd),43.4,32.7,53.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,White,Coronary Heart Disease (chd),97.1,85.9,111.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Black (Non-Hispanic),All Heart Disease,1284.9,1126.8,1474.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Overall,Coronary Heart Disease (chd),93.6,83.6,104.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Overall,All Heart Disease,1049.3,977.1,1125.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Men,Overall,All Stroke,316.1,276.4,354.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Asian/Pacific Islander,Heart Failure,4.5,3,6.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Overall,All Stroke,22.5,19.5,26,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,White,Coronary Heart Disease (chd),631.3,577.4,698.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Women,Overall,Heart Failure,20.2,15.1,26.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 65 years and older,Women,Overall,Cardiovascular Disease (cvd),1255.9,1165.6,1338.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Men,Overall,Cardiovascular Disease (cvd),1746,1623.9,1854.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Overall,Coronary Heart Disease (chd),625.9,575.2,684.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Asian/Pacific Islander,Cardiovascular Disease (cvd),63.9,47.8,90.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Men,Overall,All Heart Disease,1321.1,1206.1,1427.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Overall,Cardiovascular Disease (cvd),1451.7,1376.8,1532.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Men,Overall,All Heart Disease,183.6,166.7,202.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Women,Overall,Coronary Heart Disease (chd),456.5,407.9,524.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Men,Overall,Heart Failure,41.1,34.7,50.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 65 years and older,Men,Overall,Coronary Heart Disease (chd),882.5,798.1,974.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Overall,Heart Failure,522.1,476.3,573.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 65 years and older,Women,Overall,All Heart Disease,840.1,772.9,900.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Asian/Pacific Islander,Coronary Heart Disease (chd),24.9,16.7,35.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Overall,Cardiovascular Disease (cvd),168.3,152.5,183.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Men,Overall,Coronary Heart Disease (chd),137.5,120.9,156.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,White,All Stroke,320.5,287.1,359.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Hispanic,All Stroke,283.8,236.9,342.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,White,Heart Failure,24.2,18.8,30.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Hispanic,All Heart Disease,715.5,612.2,802.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Men,Overall,Heart Failure,622.4,564.8,693,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 65 years and older,Overall,White,All Heart Disease,1052.3,964.7,1123.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Men,Overall,Cardiovascular Disease (cvd),226.7,205.1,251.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Black (Non-Hispanic),Heart Failure,566.7,480.6,673,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 65 years and older,Women,Overall,Heart Failure,460.4,409.5,508,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Asian/Pacific Islander,All Heart Disease,40.8,32.7,50.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,White,Cardiovascular Disease (cvd),158.9,142,175.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Men,Overall,All Stroke,27.3,21.3,32.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Hispanic,Heart Failure,397.9,325.7,498.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Overall,All Heart Disease,133.1,120.5,148.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 65 years and older,Overall,Hispanic,Coronary Heart Disease (chd),449.5,380.7,530.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Black (Non-Hispanic),Heart Failure,59.2,44.7,75.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Black (Non-Hispanic),Cardiovascular Disease (cvd),317.3,272.1,362.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Overall,Black (Non-Hispanic),Coronary Heart Disease (chd),151,125.1,177.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2016,Ages 35-64 years,Women,Overall,All Heart Disease,79.2,69.1,91.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2017,Ages 65 years and older,Overall,Hispanic,Heart Failure,386.8,320.8,466,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2017,Ages 35-64 years,Overall,Hispanic,Heart Failure,15.9,11.7,22.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2017,Ages 35-64 years,Overall,Hispanic,All Heart Disease,70.1,60.2,87.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2017,Ages 35-64 years,Overall,White,All Heart Disease,131,116.9,146.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2017,Ages 35-64 years,Overall,White,All Stroke,20.9,16.8,25.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2017,Ages 35-64 years,Overall,White,Coronary Heart Disease (chd),103.4,90.7,118,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2017,Ages 35-64 years,Overall,Black (Non-Hispanic),Heart Failure,54.7,41.9,70.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2017,Ages 35-64 years,Overall,White,Cardiovascular Disease (cvd),163.7,147.9,183.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2017,Ages 35-64 years,Overall,Black (Non-Hispanic),Cardiovascular Disease (cvd),321.9,277.2,368.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
